Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	Filtered on	To keep
prepareChIPs:	WorkflowHub	528	https:/workflowhub.eu/workflows/528?version=1	Stevie Pederson	bioinformatics, genomics, transcriptomics	2023-07-09	2023-07-09	1	1	0	MACS, Bowtie 2, AdapterRemoval, R, FastQC, MultiQC, Bioconductor, ngsReports	Transcription factor binding site prediction	ChIP-seq	CC-BY-4.0	10.48546/workflowhub.workflow.528.1	Black Ochre Data Labs	binn* in description	True
GRAVI: Gene Regulatory Analysis using Variable Inputs	WorkflowHub	443	https:/workflowhub.eu/workflows/443?version=1	Stevie Pederson	bam, bioinformatics, chip-seq	2023-03-21	2024-10-24	1	1	0	MACS			CC-BY-4.0	10.48546/workflowhub.workflow.443.1	Black Ochre Data Labs	binn* in description	True
ASPICov	WorkflowHub	192	https:/workflowhub.eu/workflows/192?version=1	Valentin Tilloy, Pierre Cuzin, Laura Leroi, Patrick Durand	covid-19	2021-09-24	2023-01-16	1	1	0				Apache-2.0		CHU Limoges - UF9481 Bioinformatique / CNR Herpesvirus	amplicon in description	True
eQTL-Catalogue/qtlmap	WorkflowHub	300	https:/workflowhub.eu/workflows/300?version=1			2022-03-29	2023-01-16	1	1	0				MIT		CINECA	metap* in description	True
metaBIOMx: Metagenomics pipeline for Microbial shot-gun sequencing data	WorkflowHub	1787	https:/workflowhub.eu/workflows/1787?version=6	Alem Gusinac, Thomas Ederveen, Jos Boekhorst, Annemarie Boleij	bioinformatics, metagenomics, nextflow	2025-10-07	2025-10-08	6	3	0	AdapterRemoval, BCFtools, BBTools, Trimmomatic, FastQC, MultiQC, humann, MetaPhlAn, SPAdes, BUSCO, Bowtie 2, CAT and BAT, OmicFlow	Gene functional annotation, Taxonomic classification	Metagenomic sequencing, Metagenomics, Microbial ecology, Microbiology	MIT	10.48546/workflowhub.workflow.1787.6	CMG-GUTS	edam	True
Connectome-based predictive modeling (CPM) with Python using Ray for parallel processing	WorkflowHub	1234	https:/workflowhub.eu/workflows/1234?version=1	Tobias Bachmann	cpm, connectome-based predictive modeling, mri, fmri	2025-01-02	2025-01-02	1	1	0				GPL-3.0	10.48546/workflowhub.workflow.1234.1	CPM	binn* in description	True
FAIR CRCC - image conversion	WorkflowHub	266	https:/workflowhub.eu/workflows/266?version=1	Luca Pireddu		2022-01-31	2025-03-14	1	1	0				GPL-3.0		CRC Cohort	ITS in description	True
FAIR CRCC - send data	WorkflowHub	265	https:/workflowhub.eu/workflows/265?version=1	Luca Pireddu		2022-01-27	2024-09-15	1	1	0				GPL-3.0		CRC Cohort	profil* in description	True
PISAD - Phsaed Intraspecies Sample Anomalies Detection tool	WorkflowHub	1322	https:/workflowhub.eu/workflows/1322?version=1	zhantian xu		2025-03-19	2025-03-19	1	1	0				MIT	10.48546/workflowhub.workflow.1322.1	CSUbioinformatics	ITS in description	True
CausalCoxMGM	WorkflowHub	1359	https:/workflowhub.eu/workflows/1359?version=1			2025-05-09	2025-05-09	1	1	0			Computational biology, Machine learning, Statistics and probability	GPL-3.0		CausalCoxMGM Team	metap* in description	True
Meta-analysis of permeability literature data shows possibilities and limitations of popular methods	WorkflowHub	1109	https:/workflowhub.eu/workflows/1109?version=1	Kateřina Storchmannová	cheminformatics, databases	2024-08-28	2025-01-14	1	1	0	Konstanz Information Miner (KNIME), RDKit, MolMeDB		Cheminformatics, Data management, Data mining, Pharmacology	CC-BY-4.0		Chemical Data Lab	metap* in name	True
Phylogeny reconstruction using bacpage	WorkflowHub	695	https:/workflowhub.eu/workflows/695?version=2			2024-01-09	2024-01-09	2	1	0				GPL-3.0		CholGen	plasmid* in description	True
Reference-based assembly with bacpage	WorkflowHub	693	https:/workflowhub.eu/workflows/693?version=1			2023-12-20	2023-12-20	1	1	0				GPL-3.0		CholGen	plasmid* in description	True
Click-qPCR: An interactive Shiny application for qPCR data analysis	WorkflowHub	1725	https:/workflowhub.eu/workflows/1725?version=4	Azusa Kubota, Atsushi Tajima	bioinformatics, copy number variation, genomics, r, gene expression analysis, qpcr	2025-09-01	2025-09-01	4	4	0		Calculation, Visualisation	Copy number variation, Gene expression	MIT		Click-qPCR	annot* in description	True
Java COMPSs LU Factorization for Sparse Matrices	WorkflowHub	515	https:/workflowhub.eu/workflows/515?version=1	Jorge Ejarque	compss, example, java, marenostrum iv, supercomputer, tutorial, data_persistence	2023-06-23	2023-11-24	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.515.1	Cluster Emergent del Cervell Humà, Workflows and Distributed Computing	ITS in description	True
Java COMPSs Matrix Multiplication, out-of-core, using files	WorkflowHub	484	https:/workflowhub.eu/workflows/484?version=1	Jorge Ejarque	compss, example, java, laptop, tutorial, data_persistence	2023-05-30	2023-10-28	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.484.1	Cluster Emergent del Cervell Humà, Workflows and Distributed Computing	binn* in description	True
PyCOMPSs Matrix Multiplication, out-of-core, using files	WorkflowHub	485	https:/workflowhub.eu/workflows/485?version=1	Javier Conejero	example, laptop, pycompss, tutorial, data_persistence	2023-05-30	2023-10-27	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.485.1	Cluster Emergent del Cervell Humà, Workflows and Distributed Computing	binn* in description	True
workflow-0	WorkflowHub	1768	https:/workflowhub.eu/workflows/1768?version=1			2025-06-30	2025-10-21	1	1	2	seq_to_db, evaluate_manufacturability		Biomolecular simulation, Microbiology, Sequence assembly, Synthetic biology	CC-BY-4.0		DNA Foundry	annot* in description	True
Cloning Simulation workflow	WorkflowHub	2000	https:/workflowhub.eu/workflows/2000?version=1			2025-10-17	2025-10-17	1	1	5	parameters_maystro_workflow_1, seq_to_db, evaluate_manufacturability, cloning_simulation, seq_form_db		Synthetic biology	CC-BY-4.0		DNA Foundry	annot* in description	True
Domestication and cloning simulation workflow	WorkflowHub	2001	https:/workflowhub.eu/workflows/2001?version=1			2025-10-17	2025-10-17	1	1	7	parameters_maystro_workflow_2, sculpt_sequences, seq_to_db, evaluate_manufacturability, cloning_simulation, domestication_of_new_parts, seq_form_db		Synthetic biology	CC-BY-4.0		DNA Foundry	annot* in description	True
Workflow-1	WorkflowHub	1877	https:/workflowhub.eu/workflows/1877?version=1			2025-08-19	2025-08-19	1	1	5	parameters_maystro_workflow_1, seq_to_db, evaluate_manufacturability, cloning_simulation, seq_form_db			Apache-2.0		DNA Foundry	annot* in description	True
Pipeface	WorkflowHub	1888	https:/workflowhub.eu/workflows/1888?version=2	Leah Kemp, Andre Reis, Ira Deveson, Kisaru Liyanage, Matthew Downton, Hardip Patel, Kirat Alreja	bioinformatics, genomics, human genomics, nextflow, ont, workflows, pacbio	2025-09-07	2025-09-07	2	2	0			Computational biology	MIT		Deveson Lab	annot* in description	True
ECP experiments	WorkflowHub	576	https:/workflowhub.eu/workflows/576?version=1	Davide Gurnari		2023-09-25	2023-09-25	1	1	0				MIT	10.48546/workflowhub.workflow.576.1	Dioscuri TDA	profil* in description	True
EBP-Nor Genome Assembly Pipeline	WorkflowHub	740	https:/workflowhub.eu/workflows/740?version=1			2024-02-13	2024-02-13	1	1	0				MIT		EBP-Nor	profil* in description	True
IMPaCT-Data quality control workflow implementation in nf-core/Sarek	WorkflowHub	1030	https:/workflowhub.eu/workflows/1030?version=3	Arnau Soler Costa, Amy Curwin, Jordi Rambla	bioinformatics, ega-archive, ngs, nextflow, wgs, quality control, variant calling, wes	2024-06-25	2024-06-25	3	3	0				MIT		EGA	binn* in description	True
EuCanImage FHIR ETL Implementation VI & VIII: Breast Cancer MMG	WorkflowHub	1158	https:/workflowhub.eu/workflows/1158?version=1	Aldar Cabrelles		2024-09-09	2024-09-09	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.1158.1	EGA	ITS in description	True
EuCanImage FHIR ETL Implementation I: Hepatocellular Carcinoma	WorkflowHub	1112	https:/workflowhub.eu/workflows/1112?version=1	Aldar Cabrelles		2024-09-02	2024-09-09	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.1112.1	EGA	ITS in description	True
EuCanImage FHIR ETL Implementation VII: Breast Cancer MRI	WorkflowHub	1159	https:/workflowhub.eu/workflows/1159?version=1	Aldar Cabrelles		2024-09-09	2024-09-09	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.1159.1	EGA	ITS in description	True
EuCanImage FHIR ETL Implementation IV & V: Rectal Cancer	WorkflowHub	1157	https:/workflowhub.eu/workflows/1157?version=1	Aldar Cabrelles		2024-09-09	2024-09-09	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.1157.1	EGA	ITS in description	True
EuCanImage FHIR ETL Implementation III: Colorectal Liver metastasis	WorkflowHub	1156	https:/workflowhub.eu/workflows/1156?version=1	Aldar Cabrelles		2024-09-09	2024-09-09	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.1156.1	EGA	metap* in name	True
EI Single-Cell Analysis pipeline	WorkflowHub	1795	https:/workflowhub.eu/workflows/1795?version=1	Huihai Wu, Irene Papatheodorou	10x, scrna-seq, single-cell, smart-seq 2	2025-07-09	2025-07-09	1	1	0	kallisto, STAR, Alevin, FastQC, MultiQC, CellChat		Single-cell sequencing	MIT		EI Papatheodorou Group	binn* in description	True
EJP-RD WP13 case-study: CAKUT proteome, peptidome and miRNome data analysis using WikiPathways	WorkflowHub	331	https:/workflowhub.eu/workflows/331?version=1	Woosub Shin, Friederike Ehrhart, Juma Bayjan, Cenna Doornbos, Ozan Ozisik	pathway analysis, proteomics, mirna prediction, protein, rare diseases, workflow	2022-04-20	2023-01-16	1	1	0		Enrichment analysis	Rare diseases	CC-BY-4.0		EJPRD WP13 case-studies workflows	ITS in description	True
ENA Reads and Assembly Submission Workflow	WorkflowHub	2008	https:/workflowhub.eu/workflows/2008?version=1	Bert Droesbeke	evora, fair, brokering, ena, publication, submission	2025-10-24	2025-10-24	1	1	2	ena_webin_cli, ena_upload		FAIR data, Genomics	MIT	10.48546/workflowhub.workflow.2008.1	ELIXIR Belgium	metap* in description	True
WOMBAT-Pipelines	WorkflowHub	444	https:/workflowhub.eu/workflows/444?version=2	Veit Schwämmle	compomics, maxquant, proline, proteomics, trans-proteomic	2023-09-01	2025-06-04	2	2	0				MIT	10.48546/workflowhub.workflow.444.2	ELIXIR Proteomics	metap* in description	True
VariantCaller_GATK3.6	WorkflowHub	107	https:/workflowhub.eu/workflows/107?version=1	José Mª Fernández, Laura Rodriguez-Navas	cwl, variant_calling	2021-02-18	2023-04-21	1	1	15	gatk-base_recalibration_print_reads, gatk-base_recalibration, gatk-haplotype_caller, gatk-ir, gatk3-rtc, picard-MD			Apache-2.0	10.48546/workflowhub.workflow.107.1	EOSC-Life - Demonstrator 7: Rare Diseases	annot* in description	True
VariantCaller_GATK3.6	WorkflowHub	106	https:/workflowhub.eu/workflows/106?version=3	José Mª Fernández	nextflow, variant_calling	2021-05-21	2023-01-16	3	3	0				Apache-2.0	10.48546/workflowhub.workflow.106.3	EOSC-Life - Demonstrator 7: Rare Diseases	annot* in description	True
Life Science cross-RI (Research Infrastructure) project	WorkflowHub	516	https:/workflowhub.eu/workflows/516?version=1	Elisabetta Spinazzola		2023-06-27	2023-06-27	1	1	0				CC-BY-4.0		EOSC-Life WP3 OC Team, cross RI project	metap* in description	True
ERGA-BGE Genome Report ANNOT analyses	WorkflowHub	1096	https:/workflowhub.eu/workflows/1096?version=2	Diego De Panis	annotation, biodiversity, erga, genomics, qc	2025-02-05	2025-02-24	2	2	13	tp_text_file_with_recurring_lines, agat, collapse_dataset, pick_value, omark, lftp, busco	Genome annotation	Genomics	MIT		ERGA Annotation	annot* in tags	True
ERGA Protein-coding gene annotation workflow	WorkflowHub	569	https:/workflowhub.eu/workflows/569?version=1	Sagane Joye-Dind	annotation, biodiversity, genomics, transcriptomics	2023-09-12	2023-09-13	1	1	0	HISAT2, RepeatMasker, RepeatModeler, BRAKER1		Gene structure, Gene transcripts, Genomics	CC-BY-4.0	10.48546/workflowhub.workflow.569.1	ERGA Annotation	annot* in tags	True
ANNOTATO - ERGA Genome Annotation Workflow in Nextflow	WorkflowHub	654	https:/workflowhub.eu/workflows/654?version=2	Phuong Doan	annotation, bge, biodiversity, bioinformatics, de_novo, erga, genomics, nextflow, transcriptomics, workflows, rna-seq	2023-11-23	2023-11-24	2	2	0	funannotate, BRAKER1, Minimap2, STAR, RepeatMasker, RepeatModeler, BLAST, StringTie, FastQC, fastp, BUSCO, MultiQC, protexcluder		Gene structure, Gene transcripts, Genomics	CC-BY-4.0	10.48546/workflowhub.workflow.654.2	ERGA Annotation, Bioinformatics Laboratory for Genomics and Biodiversity (LBGB)	annot* in tags	True
ERGA-BGE Genome Report ASM analyses (one-asm HiFi + HiC)	WorkflowHub	1104	https:/workflowhub.eu/workflows/1104?version=2	Diego De Panis	genome assembly, genomics, qc	2024-11-04	2024-12-05	2	2	45	blobtoolkit, CONVERTER_fasta_to_fai, cooler_cload_tabix, pairtools_sort, Cut1, gfastats, sambamba_merge, bedtools_makewindowsbed, pick_value, meryl, lftp, busco, fastp, tp_text_file_with_recurring_lines, hicexplorer_hicplotmatrix, __FLATTEN__, merqury, cooler_csort_tabix, bwa_mem2, rseqc_bam_stat, sambamba_flagstat, hicexplorer_hicmergematrixbins, datasets_download_genome, minimap2, pairtools_parse, fasterq_dump, pairtools_split, __EXTRACT_DATASET__, cutadapt, genomescope, smudgeplot, pairtools_dedup, collapse_dataset, sam_merge2, bg_diamond	Genome assembly	Genomics	MIT		ERGA Assembly	profil* in description	True
CLAWS (CNAG's long-read assembly workflow in Snakemake)	WorkflowHub	567	https:/workflowhub.eu/workflows/567?version=2	Jessica Gomez-Garrido	bioinformatics, genomics	2024-02-02	2024-02-02	2	2	0				MIT	10.48546/workflowhub.workflow.567.2	ERGA Assembly	binn* in description	True
ERGA Profiling Illumina v2311 (WF1)	WorkflowHub	698	https:/workflowhub.eu/workflows/698?version=1	Diego De Panis	erga, illumina, name:profiling	2024-01-08	2024-01-08	1	1	17	Add_a_column1, tp_grep_tool, genomescope, Convert characters1, smudgeplot, Cut1, tp_cut_tool, tp_find_and_replace, param_value_from_file, meryl	Sequencing quality control	Whole genome sequencing	MIT		ERGA Assembly	profil* in tags	True
ERGA Profiling Long Reads v2505 (WF1)	WorkflowHub	603	https:/workflowhub.eu/workflows/603?version=2	Diego De Panis	erga, profiling	2024-09-18	2025-06-24	2	2	17	Add_a_column1, tp_grep_tool, genomescope, Convert characters1, smudgeplot, Cut1, tp_cut_tool, tp_find_and_replace, param_value_from_file, meryl	Sequencing quality control	Whole genome sequencing	MIT		ERGA Assembly	profil* in tags	True
ERGA-BGE Genome Report ASM analyses (one-asm WGS Illumina PE + HiC)	WorkflowHub	1103	https:/workflowhub.eu/workflows/1103?version=3	Diego De Panis	biodiversity, genome assembly, genomics, qc	2024-11-04	2024-12-05	3	3	45	blobtoolkit, CONVERTER_fasta_to_fai, cooler_cload_tabix, pairtools_sort, Cut1, gfastats, sambamba_merge, bg_diamond, bedtools_makewindowsbed, pick_value, meryl, lftp, busco, fastp, tp_text_file_with_recurring_lines, hicexplorer_hicplotmatrix, __FLATTEN__, merqury, cooler_csort_tabix, bwa_mem2, sambamba_flagstat, hicexplorer_hicmergematrixbins, datasets_download_genome, pairtools_parse, fasterq_dump, pairtools_split, __EXTRACT_DATASET__, genomescope, smudgeplot, pairtools_dedup, collapse_dataset, sam_merge2, rseqc_bam_stat	Genome assembly	Genomics	MIT		ERGA Assembly	profil* in description	True
DRC_template_toxicity	WorkflowHub	387	https:/workflowhub.eu/workflows/387?version=1	Jeanette Reinshagen		2022-09-26	2023-01-16	1	1	0			Compound libraries and screening, Preclinical and clinical studies	CC-BY-4.0		EU-Openscreen	ITS in description	True
DRC_cellbased_OutlierDetection	WorkflowHub	388	https:/workflowhub.eu/workflows/388?version=1	Jeanette Reinshagen		2022-09-26	2023-01-16	1	1	0			Compound libraries and screening, Preclinical and clinical studies	CC-BY-4.0		EU-Openscreen	ITS in description	True
EnrichDO: a Global Weighted Model for Disease Ontology Enrichment Analysis	WorkflowHub	1221	https:/workflowhub.eu/workflows/1221?version=1	Liang Cheng		2024-12-02	2024-12-02	1	1	0				MIT	10.48546/workflowhub.workflow.1221.1	EnrichDO	annot* in description	True
PATH2XNAT ST workflow Xenium non-diseased lung test data analysis	WorkflowHub	1831	https:/workflowhub.eu/workflows/1831?version=1			2025-07-24	2025-08-22	1	1	1				CC-BY-4.0		ErasmusMC Clinical Bioinformatics	annot* in description	True
A nextflow pipeline to run the end-to-end image-based in-situ sequencing decoding and RNAScope-like analysis	WorkflowHub	1841	https:/workflowhub.eu/workflows/1841?version=1	Tong LI	bioinformatics, decoding, image-analysis, spatial, spatial transcriptomics	2025-07-29	2025-07-29	1	1	0				MIT		Euro-BioImaging	metap* in description	True
Pd-Al2O3 Catalyst for Ammonia	WorkflowHub	1803	https:/workflowhub.eu/workflows/1803?version=1	Patrick Austin, Alexander Belozerov, Subindev Devadasan, Leandro Liborio, Abraham Nieva de la Hidalga, Tom Underwood		2025-07-11	2025-07-11	1	1	33				CC-BY-4.0		EuroScienceGateway	profil* in description	True
Diphosphine ligands in iron	WorkflowHub	1799	https:/workflowhub.eu/workflows/1799?version=1	Patrick Austin, Alexander Belozerov, Subindev Devadasan, Leandro Liborio, Abraham Nieva de la Hidalga, Tom Underwood		2025-07-11	2025-07-11	1	1	11				CC-BY-4.0		EuroScienceGateway	binn* in description	True
Build WorkflowHub Knowledge Graph	WorkflowHub	1967	https:/workflowhub.eu/workflows/1967?version=1	Alexander Hambley, Oliver Woolland, Eli Chadwick, Volodymyr Savchenko, José Mª Fernández, Stian Soiland-Reyes	rdf, workflow ro-crate, workflowhub, workflows, ro-crate	2025-10-03	2025-10-21	1	1	0			Workflows	BSD-2-Clause	10.48546/workflowhub.workflow.1967.1	EuroScienceGateway	metap* in description	True
N2O decomposition on LaMnO3	WorkflowHub	1806	https:/workflowhub.eu/workflows/1806?version=1	Patrick Austin, Alexander Belozerov, Subindev Devadasan, Leandro Liborio, Abraham Nieva de la Hidalga, Tom Underwood		2025-07-11	2025-07-11	1	1	7				CC-BY-4.0		EuroScienceGateway	amr in description	True
Palladium-Catalyzed CO Oxidation	WorkflowHub	1801	https:/workflowhub.eu/workflows/1801?version=1	Patrick Austin, Alexander Belozerov, Subindev Devadasan, Leandro Liborio, Abraham Nieva de la Hidalga, Tom Underwood		2025-07-11	2025-07-11	1	1	12				CC-BY-4.0		EuroScienceGateway	binn* in description	True
